ATENDIMENTO_ANO,OCORRENCIA_MES,NATUREZA1_DESCRICAO,ATENDIMENTO_BAIRRO_NOME,n
2012,11,Substância Ilícita,SANTA QUITÉRIA,2
2012,11,Substância Ilícita,SANTO INÁCIO,3
2012,11,Substância Ilícita,SÃO FRANCISCO,27
2012,11,Substância Ilícita,SÍTIO CERCADO,12
2012,11,Substância Ilícita,TABOÃO,2
2012,11,Substância Ilícita,UBERABA,1
2012,11,Substância Ilícita,VISTA ALEGRE,1
2012,11,Substância Ilícita,XAXIM,1
2012,11,Substância Lícita,CAMPO COMPRIDO,1
2012,11,Substância Lícita,CIDADE INDUSTRIAL,1
2012,11,Substância Lícita,REBOUÇAS,1
2012,11,Substância Lícita,SÃO BRAZ,1
2012,11,Suicídio,ALTO DA GLÓRIA,1
2012,11,Suicídio,SÍTIO CERCADO,1
2012,11,Tentativa,ÁGUA VERDE,1
2012,11,Tentativa,CAPÃO RASO,1
2012,11,Tentativa,CENTRO,6
2012,11,Tentativa,GUAÍRA,1
2012,11,Tentativa,SÍTIO CERCADO,1
2012,11,Tentativa,TABOÃO,1
2012,11,Tentativa,UMBARÁ,1
2012,11,Trânsito,ÁGUA VERDE,3
2012,11,Trânsito,ALTO BOQUEIRÃO,1
2012,11,Trânsito,ALTO DA GLÓRIA,1
2012,11,Trânsito,ATUBA,1
2012,11,Trânsito,AUGUSTA,2
2012,11,Trânsito,BACACHERI,1
2012,11,Trânsito,BAIRRO ALTO,1
2012,11,Trânsito,BARREIRINHA,1
2012,11,Trânsito,BIGORRILHO,1
2012,11,Trânsito,CAJURU,2
2012,11,Trânsito,CAMPO DE SANTANA,1
2012,11,Trânsito,CAPÃO RASO,1
2012,11,Trânsito,CENTRO,6
2012,11,Trânsito,CIDADE INDUSTRIAL,5
2012,11,Trânsito,FAZENDINHA,1
2012,11,Trânsito,GUABIROTUBA,2
2012,11,Trânsito,JARDIM BOTÂNICO,1
2012,11,Trânsito,MERCÊS,1
2012,11,Trânsito,NOVO MUNDO,1
2012,11,Trânsito,PINHEIRINHO,2
2012,11,Trânsito,REBOUÇAS,3
2012,11,Trânsito,SANTA FELICIDADE,2
2012,11,Trânsito,SANTO INÁCIO,2
2012,11,Trânsito,SÃO BRAZ,1
2012,11,Trânsito,SÃO FRANCISCO,1
2012,11,Trânsito,SÍTIO CERCADO,3
2012,11,Trânsito,UBERABA,1
2012,11,Trânsito,XAXIM,1
2012,11,Uso indevido do cartão transporte,CAJURU,2
2012,11,Uso indevido do cartão transporte,CENTRO,1
2012,11,Uso indevido do cartão transporte,REBOUÇAS,1
2012,11,Vazamento ou derramamento de Produto Perigoso ou Infectante,CAJURU,1
2012,11,Veículo,CAJURU,1
2012,11,Veículo,CIDADE INDUSTRIAL,2
2012,11,Veículo,FAZENDINHA,2
2012,11,Veículo,PILARZINHO,1
2012,11,Veículo,SÃO FRANCISCO,1
2012,11,Veículo,SÍTIO CERCADO,1
2012,11,Vias de fato,ÁGUA VERDE,1
2012,11,Vias de fato,ALTO BOQUEIRÃO,1
2012,11,Vias de fato,ATUBA,1
2012,11,Vias de fato,CABRAL,1
2012,11,Vias de fato,CAPÃO RASO,3
2012,11,Vias de fato,CENTRO,11
2012,11,Vias de fato,FAZENDINHA,1
2012,11,Vias de fato,GUAÍRA,1
2012,11,Vias de fato,MERCÊS,1
2012,11,Vias de fato,NOVO MUNDO,1
2012,11,Vias de fato,SANTA CÂNDIDA,1
2012,11,Vias de fato,TATUQUARA,1
2012,11,Vistoria,BACACHERI,1
2012,11,Vistoria,BOQUEIRÃO,2
2012,11,Vistoria,CAJURU,1
2012,11,Vistoria,CIDADE INDUSTRIAL,1
2012,11,Vistoria,GUABIROTUBA,1
2012,11,Vistoria,REBOUÇAS,1
2012,11,Vistoria,UBERABA,1
2012,12,Abandono de incapaz,CENTRO,1
2012,12,Abandono de incapaz,CIDADE INDUSTRIAL,1
2012,12,Abordagem,ALTO BOQUEIRÃO,2
2012,12,Abordagem,ALTO DA RUA XV,1
2012,12,Abordagem,ATUBA,1
2012,12,Abordagem,BACACHERI,3
2012,12,Abordagem,BATEL,2
2012,12,Abordagem,BOM RETIRO,1
2012,12,Abordagem,BOQUEIRÃO,1
2012,12,Abordagem,BUTIATUVINHA,3
2012,12,Abordagem,CAJURU,1
2012,12,Abordagem,CAMPO COMPRIDO,1
2012,12,Abordagem,CENTRO,19
2012,12,Abordagem,CIDADE INDUSTRIAL,1
2012,12,Abordagem,FAZENDINHA,1
2012,12,Abordagem,GUABIROTUBA,2
2012,12,Abordagem,JARDIM BOTÂNICO,1
2012,12,Abordagem,ORLEANS,2
2012,12,Abordagem,PILARZINHO,1
2012,12,Abordagem,PRADO VELHO,1
2012,12,Abordagem,SANTA FELICIDADE,2
2012,12,Abordagem,SANTO INÁCIO,1
2012,12,Abordagem,SÃO FRANCISCO,1
2012,12,Abordagem,SÍTIO CERCADO,1
2012,12,Abordagem,UBERABA,2
2012,12,Abuso de incapazes,BOQUEIRÃO,1
2012,12,Achado,ALTO DA RUA XV,1
2012,12,Achado,AUGUSTA,1
2012,12,Achado,BOQUEIRÃO,2
2012,12,Achado,JARDIM BOTÂNICO,1
2012,12,Agressão física/verbal,BOQUEIRÃO,2
2012,12,Agressão física/verbal,CAJURU,1
2012,12,Agressão física/verbal,CAMPO COMPRIDO,1
2012,12,Agressão física/verbal,CENTRO,3
2012,12,Agressão física/verbal,CIDADE INDUSTRIAL,1
2012,12,Agressão física/verbal,PINHEIRINHO,1
2012,12,Agressão física/verbal,REBOUÇAS,1
2012,12,Agressão física/verbal,SANTA CÂNDIDA,1
2012,12,Agressão física/verbal,SANTA FELICIDADE,1
2012,12,Agressão física/verbal,SÃO BRAZ,1
2012,12,Agressão física/verbal,SÍTIO CERCADO,1
2012,12,Agressão física/verbal,TINGUI,1
2012,12,Agressão física/verbal,UBERABA,1
2012,12,Alagamento,ALTO BOQUEIRÃO,4
2012,12,Alagamento,BACACHERI,1
2012,12,Alagamento,BAIRRO ALTO,6
2012,12,Alagamento,BATEL,2
2012,12,Alagamento,BOA VISTA,3
2012,12,Alagamento,CAJURU,1
2012,12,Alagamento,CAMPO DE SANTANA,1
2012,12,Alagamento,CENTRO,2
2012,12,Alagamento,CIDADE INDUSTRIAL,1
2012,12,Alagamento,CRISTO REI,1
2012,12,Alagamento,GANCHINHO,2
2012,12,Alagamento,JUVEVÊ,1
2012,12,Alagamento,PINHEIRINHO,4
2012,12,Alagamento,SÍTIO CERCADO,12
2012,12,Alagamento,UMBARÁ,1
2012,12,Alagamento,VISTA ALEGRE,1
2012,12,Alagamento,XAXIM,1
2012,12,Alarmes,ÁGUA VERDE,1
2012,12,Alarmes,ALTO BOQUEIRÃO,5
2012,12,Alarmes,BACACHERI,1
2012,12,Alarmes,CAJURU,3
2012,12,Alarmes,CAMPO DE SANTANA,5
2012,12,Alarmes,CAPÃO DA IMBUIA,1
2012,12,Alarmes,CIDADE INDUSTRIAL,6
2012,12,Alarmes,GUAÍRA,1
2012,12,Alarmes,HAUER,1
2012,12,Alarmes,NOVO MUNDO,4
2012,12,Alarmes,SÍTIO CERCADO,8
2012,12,Alarmes,TATUQUARA,3
2012,12,Alarmes,UBERABA,2
2012,12,Alarmes,XAXIM,1
2012,12,Aliciamento de menor,SANTO INÁCIO,1
2012,12,Ameaça,ÁGUA VERDE,3
2012,12,Ameaça,ALTO BOQUEIRÃO,2
2012,12,Ameaça,ALTO DA RUA XV,1
2012,12,Ameaça,BOA VISTA,1
2012,12,Ameaça,BOQUEIRÃO,1
2012,12,Ameaça,CABRAL,1
2012,12,Ameaça,CAJURU,1
2012,12,Ameaça,CAPÃO DA IMBUIA,1
2012,12,Ameaça,CAPÃO RASO,1
2012,12,Ameaça,CENTRO,15
2012,12,Ameaça,CIDADE INDUSTRIAL,1
2012,12,Ameaça,FAZENDINHA,1
2012,12,Ameaça,JARDIM BOTÂNICO,1
2012,12,Ameaça,NOVO MUNDO,1
2012,12,Ameaça,PILARZINHO,1
2012,12,Ameaça,PORTÃO,2
2012,12,Ameaça,PRADO VELHO,1
2012,12,Ameaça,REBOUÇAS,1
2012,12,Ameaça,SANTA FELICIDADE,1
2012,12,Ameaça,SANTO INÁCIO,1
2012,12,Ameaça,SÃO BRAZ,2
2012,12,Ameaça,SÃO FRANCISCO,1
2012,12,Ameaça,SEMINÁRIO,1
2012,12,Ameaça,SÍTIO CERCADO,1
2012,12,Ameaça,TATUQUARA,1
2012,12,Animais,ÁGUA VERDE,1
2012,12,Animais,AHÚ,1
2012,12,Animais,ALTO BOQUEIRÃO,3
2012,12,Animais,BACACHERI,2
2012,12,Animais,BAIRRO ALTO,2
2012,12,Animais,BARREIRINHA,1
2012,12,Animais,BIGORRILHO,1
2012,12,Animais,BOA VISTA,3
2012,12,Animais,BOQUEIRÃO,7
2012,12,Animais,CACHOEIRA,1
2012,12,Animais,CAJURU,1
2012,12,Animais,CAMPO COMPRIDO,1
2012,12,Animais,CAMPO DE SANTANA,1
2012,12,Animais,CAPÃO DA IMBUIA,2
2012,12,Animais,CIDADE INDUSTRIAL,12
2012,12,Animais,FANNY,1
2012,12,Animais,GANCHINHO,1
2012,12,Animais,GUAÍRA,2
2012,12,Animais,JARDIM BOTÂNICO,1
2012,12,Animais,MERCÊS,1
2012,12,Animais,ORLEANS,2
2012,12,Animais,PAROLIN,2
2012,12,Animais,PINHEIRINHO,1
2012,12,Animais,PORTÃO,1
2012,12,Animais,SANTA CÂNDIDA,2
2012,12,Animais,SANTA FELICIDADE,2
2012,12,Animais,SANTO INÁCIO,1
2012,12,Animais,SÃO BRAZ,1
2012,12,Animais,SÃO LOURENÇO,1
2012,12,Animais,SÍTIO CERCADO,6
2012,12,Animais,TATUQUARA,6
2012,12,Animais,UBERABA,5
2012,12,Animais,XAXIM,2
2012,12,Apoio,ABRANCHES,1
2012,12,Apoio,ÁGUA VERDE,5
2012,12,Apoio,ALTO BOQUEIRÃO,4
2012,12,Apoio,ALTO DA GLÓRIA,2
2012,12,Apoio,ALTO DA RUA XV,2
2012,12,Apoio,ATUBA,3
2012,12,Apoio,BACACHERI,5
2012,12,Apoio,BAIRRO ALTO,3
2012,12,Apoio,BARREIRINHA,1
2012,12,Apoio,BATEL,3
2012,12,Apoio,BIGORRILHO,1
2012,12,Apoio,BOA VISTA,1
2012,12,Apoio,BOM RETIRO,2
2012,12,Apoio,BOQUEIRÃO,10
2012,12,Apoio,CABRAL,2
2012,12,Apoio,CAJURU,8
2012,12,Apoio,CAMPO COMPRIDO,1
2012,12,Apoio,CAPÃO DA IMBUIA,2
2012,12,Apoio,CAPÃO RASO,5
2012,12,Apoio,CENTRO,48
2012,12,Apoio,CENTRO CÍVICO,1
2012,12,Apoio,CIDADE INDUSTRIAL,8
2012,12,Apoio,FANNY,1
2012,12,Apoio,FAZENDINHA,5
2012,12,Apoio,GANCHINHO,1
2012,12,Apoio,GUABIROTUBA,2
2012,12,Apoio,GUAÍRA,1
2012,12,Apoio,JARDIM BOTÂNICO,1
2012,12,Apoio,JARDIM SOCIAL,1
2012,12,Apoio,LINDÓIA,1
2012,12,Apoio,MERCÊS,1
2012,12,Apoio,NOVO MUNDO,1
2012,12,Apoio,ORLEANS,1
2012,12,Apoio,PAROLIN,1
2012,12,Apoio,PILARZINHO,1
2012,12,Apoio,PINHEIRINHO,6
2012,12,Apoio,PORTÃO,6
2012,12,Apoio,PRADO VELHO,3
2012,12,Apoio,REBOUÇAS,5
2012,12,Apoio,SANTA CÂNDIDA,4
2012,12,Apoio,SANTA FELICIDADE,4
2012,12,Apoio,SANTO INÁCIO,3
2012,12,Apoio,SÃO BRAZ,2
2012,12,Apoio,SÃO FRANCISCO,4
2012,12,Apoio,SÃO LOURENÇO,3
2012,12,Apoio,SÃO MIGUEL,1
2012,12,Apoio,SÍTIO CERCADO,12
2012,12,Apoio,TABOÃO,1
2012,12,Apoio,TATUQUARA,4
2012,12,Apoio,UBERABA,3
2012,12,Apoio,UMBARÁ,4
2012,12,Apoio,XAXIM,3
2012,12,Ataque de insetos,CAJURU,1
2012,12,Atitude suspeita,ÁGUA VERDE,1
2012,12,Atitude suspeita,ALTO BOQUEIRÃO,3
2012,12,Atitude suspeita,BOQUEIRÃO,6
2012,12,Atitude suspeita,CAJURU,2
2012,12,Atitude suspeita,CAMPINA DO SIQUEIRA,1
2012,12,Atitude suspeita,CAMPO COMPRIDO,1
2012,12,Atitude suspeita,CAPÃO RASO,3
2012,12,Atitude suspeita,CENTRO,9
2012,12,Atitude suspeita,CIDADE INDUSTRIAL,2
2012,12,Atitude suspeita,FAZENDINHA,1
2012,12,Atitude suspeita,JARDIM BOTÂNICO,1
2012,12,Atitude suspeita,MERCÊS,2
2012,12,Atitude suspeita,MOSSUNGUÊ,1
2012,12,Atitude suspeita,PAROLIN,1
2012,12,Atitude suspeita,PILARZINHO,1
2012,12,Atitude suspeita,PINHEIRINHO,1
2012,12,Atitude suspeita,PORTÃO,2
2012,12,Atitude suspeita,SANTA CÂNDIDA,1
2012,12,Atitude suspeita,SANTO INÁCIO,3
2012,12,Atitude suspeita,SÃO FRANCISCO,4
2012,12,Atitude suspeita,SÃO LOURENÇO,1
2012,12,Atitude suspeita,TABOÃO,1
2012,12,Atitude suspeita,XAXIM,2
2012,12,Atos obscenos/libidinosos,BARREIRINHA,1
2012,12,Atos obscenos/libidinosos,BOQUEIRÃO,2
2012,12,Atos obscenos/libidinosos,CABRAL,1
2012,12,Atos obscenos/libidinosos,CAMPINA DO SIQUEIRA,1
2012,12,Atos obscenos/libidinosos,CAPÃO DA IMBUIA,1
2012,12,Atos obscenos/libidinosos,CENTRO,8
2012,12,Atos obscenos/libidinosos,FANNY,1
2012,12,Atos obscenos/libidinosos,GUAÍRA,1
2012,12,Atos obscenos/libidinosos,JARDIM SOCIAL,1
2012,12,Atos obscenos/libidinosos,PILARZINHO,1
2012,12,Atos obscenos/libidinosos,PINHEIRINHO,1
2012,12,Atos obscenos/libidinosos,SANTA FELICIDADE,1
2012,12,Atos obscenos/libidinosos,SÍTIO CERCADO,2
2012,12,Avaria em Equipamento/Patrimônio (não intencional),ATUBA,1
2012,12,Avaria em Equipamento/Patrimônio (não intencional),SANTA CÂNDIDA,1
2012,12,Banho em local impróprio,BOQUEIRÃO,1
2012,12,Banho em local impróprio,CENTRO,5
2012,12,Banho em local impróprio,FAZENDINHA,1
2012,12,Banho em local impróprio,MERCÊS,3
2012,12,Banho em local impróprio,VISTA ALEGRE,1
2012,12,Bueiro aberto/sem tampa,CENTRO,1
2012,12,Calúnia,CENTRO,1
2012,12,Conduta inconveniente,ATUBA,1
2012,12,Conduta inconveniente,BARREIRINHA,1
2012,12,Conduta inconveniente,CENTRO,4
2012,12,Conduta inconveniente,FAZENDINHA,1
2012,12,Conduta inconveniente,PORTÃO,1
2012,12,Conduta inconveniente,SANTO INÁCIO,1
2012,12,Conduta inconveniente,SÃO LOURENÇO,1
2012,12,Construção Irregular,SÍTIO CERCADO,1
2012,12,Corte irregular de árvore,BACACHERI,1
2012,12,Corte irregular de árvore,NOVO MUNDO,1
2012,12,Criança perdida/desaparecida,ALTO DA RUA XV,1
2012,12,Criança perdida/desaparecida,CENTRO,2
2012,12,Crime ambiental,ABRANCHES,1
2012,12,Crime ambiental,ALTO DA RUA XV,1
2012,12,Crime ambiental,CIDADE INDUSTRIAL,1
2012,12,Dano,ABRANCHES,3
2012,12,Dano,ÁGUA VERDE,6
2012,12,Dano,ALTO BOQUEIRÃO,7
2012,12,Dano,ALTO DA GLÓRIA,1
2012,12,Dano,ALTO DA RUA XV,8
2012,12,Dano,ATUBA,3
2012,12,Dano,BACACHERI,5
2012,12,Dano,BARREIRINHA,4
2012,12,Dano,BATEL,2
2012,12,Dano,BIGORRILHO,6
2012,12,Dano,BOA VISTA,5
2012,12,Dano,BOM RETIRO,1
2012,12,Dano,BOQUEIRÃO,14
2012,12,Dano,BUTIATUVINHA,1
2012,12,Dano,CABRAL,2
2012,12,Dano,CACHOEIRA,1
2012,12,Dano,CAJURU,11
2012,12,Dano,CAMPINA DO SIQUEIRA,1
2012,12,Dano,CAMPO COMPRIDO,2
2012,12,Dano,CAPÃO DA IMBUIA,3
2012,12,Dano,CAPÃO RASO,7
2012,12,Dano,CASCATINHA,1
2012,12,Dano,CENTRO,29
2012,12,Dano,CENTRO CÍVICO,3
2012,12,Dano,CIDADE INDUSTRIAL,19
2012,12,Dano,FAZENDINHA,2
2012,12,Dano,GUABIROTUBA,2
2012,12,Dano,GUAÍRA,1
2012,12,Dano,HAUER,1
2012,12,Dano,JARDIM BOTÂNICO,1
2012,12,Dano,JARDIM DAS AMÉRICAS,1
2012,12,Dano,JARDIM SOCIAL,1
2012,12,Dano,JUVEVÊ,1
2012,12,Dano,LINDÓIA,1
2012,12,Dano,MERCÊS,6
2012,12,Dano,MOSSUNGUÊ,1
2012,12,Dano,NOVO MUNDO,12
2012,12,Dano,PILARZINHO,3
2012,12,Dano,PINHEIRINHO,3
2012,12,Dano,PORTÃO,9
2012,12,Dano,PRADO VELHO,3
2012,12,Dano,REBOUÇAS,6
2012,12,Dano,SANTA FELICIDADE,2
2012,12,Dano,SANTA QUITÉRIA,3
2012,12,Dano,SANTO INÁCIO,1
2012,12,Dano,SÃO BRAZ,5
2012,12,Dano,SÃO FRANCISCO,17
2012,12,Dano,SÃO JOÃO,1
2012,12,Dano,SÃO LOURENÇO,2
2012,12,Dano,SÍTIO CERCADO,18
2012,12,Dano,TABOÃO,3
2012,12,Dano,TARUMÃ,4
2012,12,Dano,TATUQUARA,13
2012,12,Dano,UBERABA,8
2012,12,Dano,UMBARÁ,5
2012,12,Dano,VISTA ALEGRE,1
2012,12,Dano,XAXIM,6
2012,12,Depósito irregular,AHÚ,1
2012,12,Depósito irregular,CAJURU,1
2012,12,Depósito irregular,SÍTIO CERCADO,2
2012,12,Desabamento,ABRANCHES,1
2012,12,Desabamento,AHÚ,1
2012,12,Desabamento,ALTO BOQUEIRÃO,2
2012,12,Desabamento,ATUBA,2
2012,12,Desabamento,BACACHERI,2
2012,12,Desabamento,CENTRO,1
2012,12,Desabamento,PINHEIRINHO,4
2012,12,Desabamento,SANTA CÂNDIDA,1
2012,12,Desabamento,XAXIM,2
2012,12,Desacato,BACACHERI,3
2012,12,Desacato,CAPÃO RASO,2
2012,12,Desacato,CENTRO,1
2012,12,Desacato,FAZENDINHA,2
2012,12,Desacato,TABOÃO,1
2012,12,Desinteligência,CENTRO,2
2012,12,Desinteligência,PRADO VELHO,1
2012,12,Desinteligência,REBOUÇAS,1
2012,12,Desobediência,PRADO VELHO,1
2012,12,Desobediência,SANTA FELICIDADE,1
2012,12,Destelhamento,ABRANCHES,2
2012,12,Destelhamento,BOA VISTA,5
2012,12,Destelhamento,BOM RETIRO,1
2012,12,Destelhamento,CAJURU,1
2012,12,Destelhamento,CAMPO COMPRIDO,1
2012,12,Destelhamento,CAPÃO RASO,1
2012,12,Destelhamento,CIDADE INDUSTRIAL,2
2012,12,Destelhamento,JARDIM BOTÂNICO,1
2012,12,Destelhamento,MERCÊS,1
2012,12,Destelhamento,PILARZINHO,5
2012,12,Destelhamento,PINHEIRINHO,1
2012,12,Destelhamento,PRADO VELHO,4
2012,12,Destelhamento,SANTA FELICIDADE,1
2012,12,Destelhamento,SÍTIO CERCADO,4
2012,12,Destelhamento,TARUMÃ,2
2012,12,Destelhamento,TATUQUARA,11
2012,12,Destelhamento,TINGUI,1
2012,12,Destelhamento,UMBARÁ,1
2012,12,Devolução de coisa achada,CAPÃO RASO,1
2012,12,Disparo de arma,BOQUEIRÃO,1
2012,12,Disparo de arma,CAPÃO RASO,1
2012,12,Disparo de arma,CIDADE INDUSTRIAL,1
2012,12,Disparo de arma,SÍTIO CERCADO,2
2012,12,Disparo de arma,TATUQUARA,1
2012,12,Embriaguez,SÃO FRANCISCO,2
2012,12,Encaminhamento,BOM RETIRO,1
2012,12,Encaminhamento,BOQUEIRÃO,1
2012,12,Encaminhamento,CENTRO,4
2012,12,Erosão,ABRANCHES,1
2012,12,Erosão,ATUBA,1
2012,12,Erosão,BAIRRO ALTO,1
2012,12,Erosão,BIGORRILHO,1
2012,12,Erosão,CIDADE INDUSTRIAL,1
2012,12,Erosão,PINHEIRINHO,1
2012,12,Erosão,TINGUI,1
2012,12,Escolta,CENTRO,1
2012,12,Estelionato,PORTÃO,1
2012,12,Exploração de menores,ÁGUA VERDE,1
2012,12,Extorsão,JARDIM BOTÂNICO,1
2012,12,Fiscalizações e Orientações,CIDADE INDUSTRIAL,1
2012,12,Furto,BARREIRINHA,2
2012,12,Furto,BATEL,2
2012,12,Furto,BOQUEIRÃO,1
2012,12,Furto,CAJURU,3
2012,12,Furto,CAPÃO DA IMBUIA,1
2012,12,Furto,CENTRO,4
2012,12,Furto,FAZENDINHA,1
2012,12,Furto,GUAÍRA,1
2012,12,Furto,JARDIM BOTÂNICO,2
2012,12,Furto,NOVO MUNDO,1
2012,12,Furto,PILARZINHO,1
2012,12,Furto,SANTA FELICIDADE,1
2012,12,Furto,SÃO FRANCISCO,1
2012,12,Furto,SÍTIO CERCADO,3
2012,12,Furto,TABOÃO,2
2012,12,Importunação sexual,BATEL,1
2012,12,Incêndio,PORTÃO,1
2012,12,Invasão,ALTO BOQUEIRÃO,1
2012,12,Invasão,BAIRRO ALTO,1
2012,12,Invasão,BARREIRINHA,4
2012,12,Invasão,BATEL,1
2012,12,Invasão,BIGORRILHO,1
2012,12,Invasão,BOQUEIRÃO,2
2012,12,Invasão,BUTIATUVINHA,1
2012,12,Invasão,CAJURU,1
2012,12,Invasão,CAMPINA DO SIQUEIRA,1
2012,12,Invasão,CAMPO COMPRIDO,3
2012,12,Invasão,CAPÃO DA IMBUIA,2
2012,12,Invasão,CENTRO,13
2012,12,Invasão,CIDADE INDUSTRIAL,8
2012,12,Invasão,GANCHINHO,1
2012,12,Invasão,HAUER,1
2012,12,Invasão,JARDIM BOTÂNICO,1
2012,12,Invasão,NOVO MUNDO,1
2012,12,Invasão,PAROLIN,1
2012,12,Invasão,PILARZINHO,2
2012,12,Invasão,PINHEIRINHO,5
2012,12,Invasão,PORTÃO,2
2012,12,Invasão,SANTA CÂNDIDA,1
2012,12,Invasão,SÃO BRAZ,2
2012,12,Invasão,SÃO MIGUEL,1
2012,12,Invasão,SÍTIO CERCADO,6
2012,12,Invasão,TARUMÃ,4
2012,12,Invasão,TATUQUARA,3
2012,12,Invasão,UBERABA,6
2012,12,Invasão,XAXIM,3
2012,12,Lesão Corporal,CAMPO COMPRIDO,1
2012,12,Lesão Corporal,CENTRO CÍVICO,1
2012,12,Lesão Corporal,SÍTIO CERCADO,1
2012,12,Manifestação,ALTO DA GLÓRIA,1
2012,12,Manifestação,CENTRO,1
2012,12,Maus tratos à pessoas,CENTRO,1
2012,12,Maus tratos à pessoas,TATUQUARA,1
2012,12,Óbito,TATUQUARA,1
2012,12,Orientação,BOQUEIRÃO,1
2012,12,Orientação,CENTRO,1
2012,12,Orientação,REBOUÇAS,1
2012,12,Orientação,SANTO INÁCIO,1
2012,12,Paciente/usuário alterado,ÁGUA VERDE,1
2012,12,Paciente/usuário alterado,BOQUEIRÃO,1
2012,12,Paciente/usuário alterado,CAJURU,1
2012,12,Paciente/usuário alterado,SANTA CÂNDIDA,1
2012,12,Paciente/usuário alterado,SÃO FRANCISCO,1
2012,12,Paciente/usuário alterado,SÍTIO CERCADO,2
2012,12,Paciente/usuário alterado,XAXIM,1
2012,12,Perturbação do sossego,ÁGUA VERDE,3
2012,12,Perturbação do sossego,AHÚ,1
2012,12,Perturbação do sossego,ALTO BOQUEIRÃO,2
2012,12,Perturbação do sossego,ALTO DA RUA XV,1
2012,12,Perturbação do sossego,BACACHERI,2
2012,12,Perturbação do sossego,BARREIRINHA,1
2012,12,Perturbação do sossego,BIGORRILHO,2
2012,12,Perturbação do sossego,BOQUEIRÃO,1
2012,12,Perturbação do sossego,CAJURU,2
2012,12,Perturbação do sossego,CENTRO,7
2012,12,Perturbação do sossego,CENTRO CÍVICO,1
2012,12,Perturbação do sossego,CIDADE INDUSTRIAL,5
2012,12,Perturbação do sossego,FAZENDINHA,12
2012,12,Perturbação do sossego,GUABIROTUBA,5
2012,12,Perturbação do sossego,HUGO LANGE,1
2012,12,Perturbação do sossego,JARDIM DAS AMÉRICAS,7
2012,12,Perturbação do sossego,NOVO MUNDO,3
2012,12,Perturbação do sossego,PINHEIRINHO,1
2012,12,Perturbação do sossego,REBOUÇAS,1
2012,12,Perturbação do sossego,SANTA FELICIDADE,1
2012,12,Perturbação do sossego,SANTO INÁCIO,27
2012,12,Perturbação do sossego,SÃO BRAZ,1
2012,12,Perturbação do sossego,SÃO FRANCISCO,9
2012,12,Perturbação do sossego,SÃO JOÃO,2
2012,12,Perturbação do sossego,SÃO LOURENÇO,1
2012,12,Perturbação do sossego,SÍTIO CERCADO,4
2012,12,Perturbação do sossego,TABOÃO,7
2012,12,Perturbação do sossego,UMBARÁ,1
2012,12,Perturbação do sossego,VISTA ALEGRE,1
2012,12,Perturbação do sossego,XAXIM,1
2012,12,Poluição visual/ambiental,MOSSUNGUÊ,1
2012,12,Poluição visual/ambiental,SÍTIO CERCADO,1
2012,12,Porte de artefato explosivo,CABRAL,1
2012,12,Porte Ilegal,SANTA FELICIDADE,1
2012,12,Porte Ilegal,XAXIM,1
2012,12,Queda de árvore,ÁGUA VERDE,3
2012,12,Queda de árvore,AHÚ,7
2012,12,Queda de árvore,ATUBA,1
2012,12,Queda de árvore,BACACHERI,4
2012,12,Queda de árvore,BAIRRO ALTO,1
2012,12,Queda de árvore,BOA VISTA,4
2012,12,Queda de árvore,BOM RETIRO,2
2012,12,Queda de árvore,BOQUEIRÃO,1
2012,12,Queda de árvore,BUTIATUVINHA,1
2012,12,Queda de árvore,CABRAL,2
2012,12,Queda de árvore,CACHOEIRA,2
2012,12,Queda de árvore,CAJURU,1
2012,12,Queda de árvore,CENTRO CÍVICO,3
2012,12,Queda de árvore,JARDIM BOTÂNICO,2
2012,12,Queda de árvore,JARDIM DAS AMÉRICAS,2
2012,12,Queda de árvore,JARDIM SOCIAL,2
2012,12,Queda de árvore,PILARZINHO,1
2012,12,Queda de árvore,PORTÃO,2
2012,12,Queda de árvore,PRADO VELHO,1
2012,12,Queda de árvore,REBOUÇAS,1
2012,12,Queda de árvore,SÃO LOURENÇO,1
2012,12,Queda de árvore,VILA IZABEL,1
2012,12,Queda de fios de energia,CENTRO,1
2012,12,Queda de fios de energia,SÍTIO CERCADO,1
2012,12,Queda de fios de energia,UMBARÁ,1
2012,12,Queda de galho,BOA VISTA,1
2012,12,Queda de galho,JUVEVÊ,1
2012,12,Quedas de objetos ou partes de construções,TABOÃO,1
2012,12,Queima a céu aberto,BAIRRO ALTO,1
2012,12,Queima a céu aberto,BARREIRINHA,1
2012,12,Queima a céu aberto,BOQUEIRÃO,2
2012,12,Queima a céu aberto,BUTIATUVINHA,1
2012,12,Queima a céu aberto,CAJURU,1
2012,12,Queima a céu aberto,CENTRO,1
2012,12,Queima a céu aberto,PINHEIRINHO,1
2012,12,Queima a céu aberto,PORTÃO,1
2012,12,Queima a céu aberto,SANTA CÂNDIDA,2
2012,12,Queima a céu aberto,SÃO FRANCISCO,1
2012,12,Queima a céu aberto,XAXIM,1
2012,12,Risco de desabamento / desmoronamento,ÁGUA VERDE,1
2012,12,Risco de desabamento / desmoronamento,BUTIATUVINHA,1
2012,12,Risco de desabamento / desmoronamento,SANTA FELICIDADE,1
2012,12,Risco de desabamento / desmoronamento,XAXIM,2
2012,12,Risco de queda de árvore,BARREIRINHA,1
2012,12,Risco de queda de árvore,BOA VISTA,1
2012,12,Risco de queda de árvore,CAMPO COMPRIDO,1
